sentence_id	words	labels
10	M.	O
10	Pot	I-PERS
10	me	O
10	pria	O
10	d'	O
10	aller	O
10	des	O
10	snow-boots	O
10	fourrés	O
10	.	O
11	Il	O
11	était	O
11	̃	O
11	,	O
11	,i	O
11	,	O
11	,	O
11	tumeur	O
11	et	O
11	sifflotait	O
11	.	O
12	Je	O
12	lui	O
12	demans'il	O
12	se	O
12	proposait	O
12	de	O
12	sortir	O
12	.	O
13	II	O
13	.	O
14	se	O
14	contenta	O
14	murmurer	O
14	Nous	O
14	allons	O
14	voir	O
14	,	O
14	ce	O
14	soir	O
14	,	O
14	Il1ment	O
14	en	O
14	va	O
14	se	O
14	passer	O
14	»	O
14	l'	O
14	ois	O
14	il	O
14	ajouta	O
14	Quand	O
14	vous	O
14	rentrerez	O
14	.	O
15	uit	O
15	de	O
15	monter	O
15	à	O
15	votre	O
15	chambre	O
15	,	O
15	au	O
15	iènv	O
15	,	O
15	passez	O
15	donc	O
15	par	O
15	ici	O
15	.	O
16	'	O
16	)	O
16	!	O
17	]	O
17	'	O
17	'	O
17	vo-	O
17	il	O
17	.	O
18	tient	O
18	dire	O
18	ces	O
18	paroles	O
18	On	O
18	le	O
18	de	O
18	.	O
19	̃	O
19	:	O
19	̃̃̃	O
19	!	O
20	\1	O
20	.	O
21	Pot	I-PERS
21	,	O
21	et	O
21	,	O
21	cette	O
21	fois	O
21	,	O
21	il	O
21	se	O
21	trouva	O
21	̃	O
21	u^né	O
21	.	O
22	:	O
22	i.	O
22	tit	O
22	-il	O
22	,	O
22	à	O
22	sept	O
22	heures	O
22	je	O
22	ne	O
22	sif-	O
22	i1-	O
22	[	O
22	)	O
22	.	O
23	<	O
23	ci	O
23	je	O
23	n'	O
23	avais	O
23	pas	O
23	l'	O
23	air	O
23	joyeux	O
23	.	O
24	peul-èlro	O
24	pu	O
24	tenir	O
24	les	O
24	propos	O
24	que	O
24	rapmais	O
24	je	O
24	ne	O
24	me	O
24	les	O
24	rapSi	O
24	je	O
24	les	O
24	ai	O
24	tenus	O
24	,	O
24	c'	O
24	est	O
24	,	O
24	sans	O
24	v	O
24	fcjue	O
24	j'	O
24	avais	O
24	l'	O
24	intention	O
24	de	O
24	me	O
24	̃	O
24	.	O
25	•	O
25	duns	O
25	Ta	O
25	soirée	O
25	.	O
26	Si	O
26	vous	O
26	le	O
26	voulez	O
26	¡	O
26	la	O
26	,	O
26	t'	O
26	il	O
26	,	O
26	jejnexptiquerai	O
26	sur	O
26	ce	O
26	̃X	O
26	le	O
26	juge	O
26	.	O
27	issnire	O
27	dut	O
27	interrompre	O
27	son	O
27	in-	O
27	:	O
27	i	O
27	:	O
27	i	O
27	san-ï	O
27	avoir	O
27	fait	O
27	remnr-	O
27	rni	O
27	qu'	O
27	il	O
27	était	O
27	chaussé	O
27	au	O
27	i.	O
27	neiU	O
27	du	O
27	drame	O
27	des	O
27	fameux	O
27	snowils	O
27	qu'	O
27	il	O
27	avait	O
27	fait	O
27	acheter	O
27	un	O
27	moment	O
27	aũ	O
27	'	O
27	>'ir	O
27	la	O
27	bonne	O
27	.	O
28	Cette	O
28	précaution	O
28	,	O
28	n'	O
28	est	O
28	j'	O
28	v-	O
28	""""	O
28	̃̃	O
28	'	O
28	Tiiî	O
28	veut	O
28	se	O
28	tuer	O
28	.	O
29	Nî-	O
29	'	O
29	l'	O
29	ént	O
29	la	O
29	déposition	O
29	̃i'-	O
29	\î	O
29	,	O
29	;	O
29	a	O
29	!	O
30	ier	O
30	de	O
30	M.	O
30	Pot	I-PERS
30	.	O
31	Ce	O
31	l'	O
31	ii	O
31	.	O
32	nTiiigo	O
32	de	O
32	moralité	O
32	,	O
32	mais	O
32	ivorable	O
32	au	O
32	meurtrier	O
32	•	O
32	i	O
32	grand	O
32	tige	O
32	,	O
32	déclara	O
32	M.	O
32	j	O
32	.1	O
32	lissai	O
32	trd»	O
32	lous	O
32	ses	O
32	moyens	O
32	'	O
32	,	O
32	il	O
32	!	O
33	la	O
33	cerlitutle	O
33	qu'	O
33	il	O
33	a	O
33	accoin-	O
33	sciemment	O
33	:	O
33	La	O
33	version	O
33	de	O
33	"M""°"	O
33	Paulette	I-PERS
33	A	O
33	;	O
33	.	O
34	irè&	O
34	aviHi-	O
34	l'	O
34	aii	O
34	diriger	O
34	le	O
34	père	O
34	coupable	O
34	sur	O
34	le	O
34	(	O
34	lépi	O
34	'	O
34	M.	O
34	licier	O
34	)	O
34	,	O
34	r.	O
34	'	O
34	fucillit	O
34	,	O
34	dans	O
34	de	O
34	plusieurs	O
34	aũ	O
34	̃	O
34	̃iiioridil	O
34	Mite	I-PERS
34	Paulette	I-PERS
34	,	O
34	IMiiKu	O
34	:	O
34	son	O
34	,	O
34	qui	O
34	arriva	O
34	,	O
34	toute	O
34	,	O
34	.	O
35	a-	O
35	.	O
36	t	O
36	pelisse	O
36	,	O
36	les	O
36	yeux	O
36	rouges	O
36	•	O
36	un	O
36	'	O
36	Deux	O
36	amis	O
36	di	O
36	.	O
37	Fragson	O
37	.	O
38	•	O
38	>̃	O
38	̃	O
38	<-r	O
38	,	O
38	le	O
38	chansonnieu	O
38	d	O
38	auteur	O
38	imartrois	O
38	bien	O
38	connu	O
38	,	O
38	et	O
38	M.	O
38	du	O
38	bal	O
38	Tnbarin	I-PERS
38	,	O
38	laccompa-	O
38	;	O
38	gnnicn	O
38	!	O
39	.	O
40	i.	O
40	;	O
40	s	O
40	.	O
41	i''i	O
41	.	O
42	'	O
42	nc	O
42	[	O
42	'	O
42	'	O
42	mine	O
42	,	O
42	de	O
42	son	O
42	vrai	O
42	nom	O
42	,	O
42	il	O
42	.	O
43	̃̃	O
43	̃̃	O
43	!	O
44	'	O
44	̃̃	O
44	:	O
44	•	O
44	•	O
44	.	O
45	̃	O
45	.	O
46	il	O
46	près	O
46	«e	O
46	deux	O
46	;	O
46	:	O
46	̃	O
46	.	O
47	̃iiiiinnivant	O
47	Mor-	O
47	te	O
47	rauriée	O
47	.	O
48	Un	O
48	dvorce	O
48	Montmartre	I-LIEU
48	.	O
49	Fragson	I-PERS
49	,	O
49	qui	O
49	lui	O
49	proposa	O
49	de	O
49	'	O
49	̃	O
49	river	O
49	lui	O
49	.	O
50	•	O
50	^oii	O
50	amie	O
50	,	O
50	«lit	O
50	Mlle	O
50	Psalelle	I-PERS
50	,	O
50	mais	O
50	ja	O
50	.	O
51	n'	O
51	avait	O
51	été	O
51	question	O
51	de	O
51	mariage	O
51	entre	O
51	Nous	O
51	étions	O
51	heuiéux	O
51	comme	O
51	ce	O
51	!	O
52	A	O
52	̃	O
52	>>	O
52	;	O
52	bon	O
52	faire	O
52	intervenir	O
52	M.	O
52	le	O
52	m	O
52	;	O
52	:	O
52	ai«	O
52	lias	O
52	pomquoi	O
52	M.	O
52	Pot	I-PERS
52	a	O
52	il	O
52	,	O
52	ii	O
52	ami	O
52	.	O
53	Ou	O
53	,	O
53	plutôt	O
53	,	O
53	Il	O
53	or	O
53	'	O
53	semble	O
53	de	O
53	:	O
53	̃	O
53	""""	O
53	•	O
53	̃	O
53	noiirqiioi	O
53	il	O
53	emploie	O
53	cet	O
53	argument	O
53	.	O
54	te	O
54	énergiqutment	O
54	contre	O
54	ce	O
54	lis	O
54	au	O
54	restaurant	O
54	quand	O
54	on	O
54	drame	O
54	.	O
55	Fragson	I-PERS
55	nous	O
55	a-	O
55	un	O
55	petit	O
55	moment	O
55	à	O
55	?	O
56	"?""̃̃̃"	O
56	•	O
56	imitai	O
56	rue	O
56	Laîayette	I-LIEU
56	,	O
56	et	O
56	la	O
56	prem	O
56	:	O
56	qui	O
56	me	O
56	*appa	O
56	fut	O
56	de	O
56	voir	O
56	l	O
56	ami'sur	O
56	ta	O
56	porte	O
56	d'	O
56	entrée	O
56	.	O
57	t	O
57	la	O
57	porfe	O
57	an	O
57	moyen	O
57	d'	O
57	une	O
57	une	O
57	chljlne	O
57	à	O
57	son	O
57	pantalon	O
57	.	O
58	le	O
58	temjis	O
58	de	O
58	la	O
58	retirer	O
58	de	O
58	la	O
58	t.	O
58	""""	O
58	<iil	O
58	fïicoif	O
58	.	O
59	sur	O
59	le	O
59	seuil	O
59	de	O
59	I	O
59	son	O
59	père	O
59	tira	O
59	~ur	O
59	lui	O
59	.	O
60	̃	O
60	s	O
60	;	O
60	)	O
60	.	O
61	Feuilleton	O
61	du	O
61	Petit	I-ORG
61	Parisien	I-ORG
61	.	O
62	tes	O
62	Travailleuses	O
62	GRAND	O
62	ROMAN	O
62	MODERNE	O
62	DEUXIÈME	O
62	PARTIE	O
62	LOU3SE	I-PERS
62	ET	O
62	GABRIELLE	I-PERS
62	Vit	O
62	(	O
62	suite	O
62	)	O
62	A	O
62	\croieiitoa	O
62	Mois	O
62	,	O
62	c'	O
62	est	O
62	\rai	O
62	.	O
63	que	O
63	tu	O
63	as	O
63	mal	O
63	reçu	O
63	nies	O
63	protégés	O
63	Mais	O
63	pb.8	O
63	du	O
63	toul	O
63	,	O
63	pas	O
63	du	O
63	tout	O
63	,	O
63	protes-	O
63	t-oni	O
63	e	O
63	;	O
63	ix-qui	O
63	,	O
63	après	O
63	m'	O
63	avoir	O
63	fait	O
63	des	O
63	.	O
64	i	O
64	uiul	O
64	:	O
64	nns	O
64	inacceptables	O
64	,	O
64	l'	O
64	ont	O
64	pris	O
64	avec	O
64	moi	O
64	(	O
64	ic	O
64	telle	O
64	sorte	O
64	que	O
64	j'	O
64	ui	O
64	dû	O
64	leur	O
64	déclarer	O
64	que	O
64	je	O
64	ne	O
64	pourrais	O
64	\ms	O
64	les	O
64	employer	O
64	.	O
65	Moi	O
65	je*	O
65	n'	O
65	aime	O
65	pas	O
65	tes	O
65	gens	O
65	à	O
65	manières	O
65	.	O
66	et	O
66	comme	O
66	je	O
66	suis-poli	O
66	mvcc	O
66	tout	O
66	le	O
66	monde	O
66	,	O
66	j'	O
66	exige	O
66	qu'	O
66	on	O
66	le	O
66	vriis	O
66	«>i«î	O
66	'	O
66	.	O
67	̃	O
67	̃••̃	O
67	'	O
67	•	O
67	̃	O
67	:	O
67	x	O
67	̃	O
67	'	O
67	*&	O
67	s'	O
67	est	O
67	abattu	O
67	.	O
68	Mon	O
68	pauvre	O
68	ami	O
68	a	O
68	été	O
68	victime	O
68	d'	O
68	un	O
68	véritable	O
68	guct-apcns	O
68	.	O
69	C'	O
69	est	O
69	lamentable	O
69	Et	O
69	rien	O
69	,	O
69	je	O
69	vous	O
69	l'	O
69	as-	O
69	'	O
69	sure	O
69	,	O
69	ne	O
69	pourrait	O
69	justifier	O
69	ni	O
69	excuser	O
69	ce'*	O
69	crime	O
69	.	O
70	Fragson	I-PERS
70	était	O
70	le	O
70	modèle	O
70	des	O
70	fils	O
70	.	O
71	ni	O
71	donnait	O
71	sans	O
71	compter	O
71	à	O
71	son	O
71	père	O
71	tout	O
71	l'	O
71	ar-\gent	O
71	que	O
71	celui	O
71	-ci	O
71	voulait	O
71	.	O
72	Il	O
72	s'	O
72	inquiétait	O
72	de	O
72	sa	O
72	santé	O
72	,	O
72	iiii	O
72	faisait	O
72	«et	O
72	variées	O
72	Ce	O
72	joli	O
72	volume	O
72	doit	O
72	être	O
72	dans	O
72	toutes	O
72	les	O
72	mains	O
72	CENTIMES	O
72	CHEZ	O
72	TOUS	O
72	LES	O
72	LIBRAIRES	O
72	ET	O
72	MARCHANDS	O
72	DE	O
72	JOURNAUX	O
72	Franco	O
72	par	O
72	poste	O
72	90	O
72	CENT	O
72	CRIEE	O
72	DES	O
72	AIX	O
72	HALLES	O
72	Bœut	O
72	•	O
72	58.697	O
72	Mouton	O
72	37.730	O
72	Veau	O
72	Porc	O
72	13.896	O
72	BŒUF	O
72	,	O
72	ipril	O
72	au	O
72	Ulcpammtl	O
72	1/4	O
72	deder.	O
72	.	O
73	1	O
73	10	O
73	a	O
73	1	O
73	80	O
73	Aloyau	O
73	1	O
73	40	O
73	a	O
73	2	O
73	6u	O
73	l/4dedev.	O
73	.	O
74	070	O
74	140	O
74	-débauché	O
74	1	O
74	ti0	O
74	280	O
74	Cuisse»	O
74	1	O
74	10	O
74	1	O
74	70	O
74	1	O
74	Train	O
74	1	O
74	l'	O
74	j	O
74	-i	O
74	Pisetco	O
74	:	O
74	deO	O
74	70	O
74	a	O
74	130	O
74	VEAU	O
74	Extra	O
74	.	O
75	i	O
75	!	O
76	20	O
76	à	O
76	i	O
76	!	O
77	5<i	O
77	3«	O
77	qualité	O
77	i-	O
77	'	O
77	qualité.	O
77	.	O
78	2.	O
78	.	O
79	•	O
79	20	O
79	4»	O
79	qualité	O
79	2	O
79	'	O
79	qualité.	O
79	.	O
80	80	O
80	1	O
80	Pans	O
80	cuisses	O
80	1	O
80	80	O
80	2	O
80	t)0	O
80	VEAU	O
80	DE	O
80	CAEN	I-LIEU
80	1/4	O
80	de	O
80	dev	O
80	.	O
81	1	O
81	40	O
81	à	O
81	1	O
81	70	O
81	i	O
81	1	O
81	/4	O
81	de	O
81	der.	O
81	.	O
82	1	O
82	70	O
82	à	O
82	i	O
82	40	O
82	MOUTON	O
82	(	O
82	tau	O
82	Ireusr*	O
82	!	O
83	qualité.	O
83	.	O
84	2	O
84	46	O
84	Agn	O
84	.	O
85	s.	O
85	têts	O
85	.	O
86	1	O
86	60	O
86	A	O
86	2	O
86	50	O
86	2	O
86	'	O
86	qualité.	O
86	.	O
87	2	O
87	20	O
87	2	O
87	40	O
87	Agn	O
87	.	O
88	de	O
88	lait	O
88	3	O
88	'	O
88	qualité.	O
88	.	O
89	2	O
89	ni	O
89	téte	O
89	ni	O
89	tr	O
89	.	O
90	2.	O
90	.	O
91	4»	O
91	qualité.	O
91	.	O
92	1	O
92	80	O
92	Pfêsaléent	O
92	Gigote	O
92	20	O
92	1»	O
92	culotte	O
92	.	O
93	PORC	O
93	qualité.	O
93	.	O
94	1	O
94	40	O
94	1	O
94	50	O
94	Poitr	O
94	.	O
95	salée	O
95	2»	O
95	qualité	O
95	.	O
96	1	O
96	i6	O
96	1	O
96	30	O
96	/miche	O
96	170	O
96	FUet	O
96	Reins	O
96	1	O
96	S6	O
96	METAUX	O
96	Londres	I-LIEU
96	,	O
96	Jécembft	O
96	étonna	O
96	CMtn	O
96	compUo»	O
96	.	O
97	I	O
97	66	O
97	\«.	O
97	.	O
98	terme	O
98	.	O
99	Plkau	O
99	!	O
100	<̃»	O
100	il	O
100	Tendance	O
100	fe»me	O
100	.	O
101	IMPRIME	O
101	AVEC	O
101	LES	O
101	ENCRES	O
101	LEFRAHC	O
101	i	O
101	O	O
101	Le	O
101	gérant	O
101	Vsbdur	O
101	.	O
102	Parte	O
102	.	O
103	VwonBi	O
103	.	O
104	Imprimeur	O
104	du	O
104	Petit	O
104	huritim	O
104	,	O
104	la	O
104	rua	O
104	dXngùten	O
104	.	O
105	SPECTACLES	O
105	DU	O
105	1er	O
105	JANVIER	O
105	Comédie-Française	I-ORG
105	,	O
105	8	O
105	n	O
105	1/4	O
105	.	O
106	Les	O
106	l-'iilies	O
106	amoureuses	O
106	le	O
106	tendre	O
106	de	O
106	M.	O
106	Poirier	I-PERS
106	Opéra-Comique	I-ORG
106	,	O
106	S	O
106	h.	O
106	Carmen	I-PERS
106	Odéon	I-LIEU
106	,	O
106	S	O
106	ii	O
106	1/2	O
106	.	O
107	Bachel	O
107	.	O
108	Gaite-L-ynijuc	O
108	,	O
108	S	O
108	h.	O
108	lii	O
108	.	O
109	Les	O
109	Contes	O
109	<1ç	O
109	parrault	O
109	.	O
110	Vaudeville	O
110	,	O
110	8	O
110	b.	O
110	3/4	O
110	.	O
111	La	O
111	Belle	O
111	Aventure	O
111	.	O
112	Comedie-Marignv	O
112	,	O
112	au	O
112	.	O
113	Les	O
113	Anges	O
113	gardiens	O
113	.	O
114	Châtelet	I-LIEU
114	,	O
114	s	O
114	b.	O
114	L	O
114	In&aisissable	O
114	Stanley	I-PERS
114	Variétés	O
114	,	O
114	9	O
114	h.	O
114	L'	O
114	Institut	O
114	de	O
114	beauté	O
114	.	O
115	Antoine	I-PERS
115	,	O
115	S	O
115	t»	O
115	.	O
116	1/2	O
116	.	O
117	Anatole	I-PERS
117	le	O
117	Procureur	O
117	Hai	O
117	1ers	O
117	.	O
118	Porte-	I-LIEU
118	Saint-Martin	I-LIEU
118	,	O
118	8	O
118	h.	O
118	1/4	O
118	.	O
119	Cyrano	I-PERS
119	de	I-PERS
119	Bergerac	I-PERS
119	.	O
120	Ambigu	O
120	,	O
120	8	O
120	h.	O
120	Raffles	O
120	.	O
121	Théâtre	I-ORG
121	Léon-Poirier	I-ORG
121	,	O
121	9	O
121	h.	O
121	Le	O
121	Veau	O
121	d'	O
121	or	O
121	.	O
122	Sarab	I-PERS
122	Bernhardt	I-PERS
122	,	O
122	s	O
122	h	O
122	112	O
122	.	O
123	Jearint	I-PERS
123	Doré	I-PERS
123	.	O
124	Renaissance	O
124	h	O
124	h.	O
124	Un	O
124	Fils	O
124	d	O
124	Amérique	I-LIEU
124	Gymnase	O
124	,	O
124	8	O
124	h.	O
124	3/4	O
124	.	O
125	Samson	I-PERS
125	.	O
126	Hejane	O
126	,	O
126	H	O
126	h.	O
126	3/4	O
126	Maduau	O
126	>ans-Gène	O
126	.	O
127	'	O
127	irianon-Lyrique	I-ORG
127	,	O
127	8	O
127	h.	O
127	1/2	O
127	.	O
128	Le	O
128	Papa	O
128	de	O
128	Fraii	O
128	citie	O
128	.	O
129	Apollo	O
129	,	O
129	8	O
129	h.	O
129	La	O
129	Vewe	O
129	joyeuse	O
129	.	O
130	Athénée	I-ORG
130	,	O
130	H	O
130	h.	O
130	3/4	O
130	.	O
131	Le	O
131	Tango	O
131	.	O
132	BouHes-Parisiens	I-ORG
132	,	O
132	8	O
132	h.	O
132	Mon	O
132	Bébé	O
132	t-oiais	O
132	kioyai	O
132	,	O
132	Il	O
132	11	O
132	.	O
133	Les	O
133	1'etiVi	O
133	.	O
134	autir	O
134	la	O
134	.	O
135	Carabistouilles	O
135	du	O
135	fantassin	O
135	ua«p	O
135	.	O
136	i	O
136	:	O
136	°d	O
136	.	O
137	Nouveau-Théâtre	O
137	l25	O
137	.	O
138	rue	O
138	Fontaine	O
138	:	O
138	.	O
139	J	O
139	h.	O
139	La	O
139	Uame	O
139	le	O
139	chez	O
139	Maxim	O
139	.	O
140	Château-d'Eau	I-LIEU
140	(	O
140	T.	O
140	Nord	O
140	8	O
140	h.	O
140	3/4	O
140	.	O
141	La	O
141	Veuve	O
141	Joyeuse	O
141	.	O
142	Grand-Guignol	I-PERS
142	.	O
143	Terres	O
143	chaudes	O
143	la	O
143	Petite	O
143	Dame	O
143	en	O
143	blanc	O
143	:	O
143	Dans	O
143	la	O
143	Pouchkinskaïa	O
143	.	O
144	Théâtre	I-ORG
144	du	I-ORG
144	Vieux	I-ORG
144	Colombier	I-ORG
144	,	O
144	8	O
144	h.	O
144	1/2	O
144	.	O
145	La	O
145	Peur	O
145	des	O
145	coups	O
145	.	O
146	:	O
146	les	O
146	Fils	O
146	Louverné	O
146	le	O
146	Pam	O
146	de	O
146	méDéjaztt	O
146	,	O
146	8	O
146	n	O
146	Les	O
146	Dégourdie	O
146	de	O
146	la	O
146	lie	O
146	.	O
147	Montparnasse	I-LIEU
147	,	O
147	8	O
147	a.	O
147	Vi	O
147	.	O
148	La	O
148	Saignée	O
148	.	O
149	Grenelle	I-LIEU
149	,	O
149	S	O
149	h.	O
149	Le	O
149	Pslit	O
149	Soldat	O
149	de	O
149	France	O
149	.	O
150	Belleville	I-LIEU
150	,	O
150	""""	O
150	5	O
150	b.	O
150	1/2	O
150	.	O
151	La	O
151	Dame	I-PERS
151	de	I-PERS
151	Monsoreau	I-PERS
151	.	O
152	Gobelins	I-LIEU
152	.	O
153	8	O
153	h.	O
153	T'	O
153	en	O
153	as	O
153	une	O
153	santé	O
153	Montmartre	I-LIEU
153	,	O
153	h.	O
153	Coeur	O
153	de	O
153	Française	O
153	.	O
154	Théâtre	O
154	Populaire	O
154	,	O
154	8	O
154	h.	O
154	1/2	O
154	.	O
155	Rip	O
155	.	O
156	Molière	I-PERS
156	,	O
156	8	O
156	h	O
156	Le	O
156	Tour	O
156	du	O
156	monde	O
156	d'	O
156	un	O
156	enfant	O
156	de	O
156	Paris	O
156	.	O
157	Théâtro	O
157	Nouveau	O
157	,	O
157	S	O
157	h.	O
157	1/2	O
157	.	O
158	Les	O
158	Deux	O
158	Gosses	O
158	.	O
159	Moncey	O
159	,	O
159	h	O
159	Les	O
159	Mystères	O
159	de	O
159	Paris	I-LIEU
159	.	O
160	Comédie-Moderne	O
160	(	O
160	anc	O
160	.	O
161	Artistic-Théâtre	O
161	)	O
161	.	O
162	115	O
162	.	O
163	rue	O
163	Ltnourbe	O
163	(	O
163	T.	O
163	Saxe	O
163	5i>45	O
163	)	O
163	,	O
163	9	O
163	h.	O
163	La	O
163	Petite	O
163	ChoFolies-Bergère	O
163	.	O
164	Régina	O
164	Badet	O
164	,	O
164	Maure	O
164	!	O
165	,	O
165	dans	O
165	la	O
165	Revue	O
165	des	O
165	Folies-Bergère	O
165	,	O
165	Nin»	O
165	Myral	O
165	.	O
166	Hému	O
166	.	O
167	t)avrigny	O
167	,	O
167	Brouett.	I-PERS
167	.	O
168	Leblond	I-PERS
168	et	O
168	Quinault	I-PERS
168	,	O
168	etc	O
168	.	O
169	De	O
169	4	O
169	7	O
169	h.	O
169	,	O
169	th<Stango-spect	O
169	¡	O
169	Entrée	O
169	;	O
169	1	O
169	franc	O
169	.	O
170	)	O
170	Alhambra	I-ORG
170	(	O
170	T.	O
170	RoquiiUe	O
170	0-10	O
170	;	O
170	.	O
171	T.	O
171	Eider	O
171	Henni	O
171	,	O
171	troupe	O
171	Piccolo	O
171	;	O
171	nains	O
171	:	O
171	,	O
171	Vasco	I-PERS
171	,	O
171	Norman	I-PERS
171	Frenoh	I-PERS
171	.	O
172	Brcetis	I-PERS
172	,	O
172	Maningo»	I-PERS
172	.	O
173	Avelos	O
173	,	O
173	etc.	O
173	.	O
174	etc	O
174	.	O
175	Ba-Ta-Clan	O
175	T.	O
175	Roquette	I-PERS
175	Cachez	O
175	ça	O
175	revue	O
175	.	O
176	Dutarcl	O
176	.	O
177	\ugé	O
177	.	O
178	lirévy	O
178	,	O
178	Mary-Hett	O
178	,	O
178	Bert-Angère	O
178	,	O
178	Go-Deschamps	O
178	.	O
179	Empire	O
179	;	O
179	r.	O
179	V^	O
179	ag	O
179	.	O
180	Ï&-93	O
180	)	O
180	.	O
181	Romain	I-PERS
181	Noiset	I-PERS
181	,	O
181	Paul	I-PERS
181	;	I-PERS
181	Gorden	I-PERS
181	,	O
181	Jean	I-PERS
181	Flor	I-PERS
181	,	O
181	le	O
181	clown	O
181	Pepito	I-PERS
181	,	O
181	Marcelle11	I-PERS
181	Maudia	I-PERS
181	.	O
182	Flying	O
182	Hartwells	O
182	.	O
183	Ardath	O
183	s.	O
183	Dora	I-PERS
183	Bvr	O
183	.	O
184	Geo	I-PERS
184	et	O
184	Mady	I-PERS
184	,	O
184	Hombert	I-PERS
184	ef	O
184	Renaixi<x	O
184	.	O
185	elc.	O
185	.	O
186	etcy	O
186	Kinémacolor-TUéâtre	O
186	Edouard	O
186	Vil	O
186	(	O
186	T.	O
186	touvrir	O
186	32-60	O
186	)	O
186	.	O
187	Tous	O
187	les	O
187	jours	O
187	.	O
188	matinée	O
188	3	O
188	h.	O
188	,	O
188	soirée	O
188	9	O
188	h.	O
188	V	O
188	Hiver	O
188	Moscou	I-LIEU
188	;	O
188	la	O
188	Poule	O
188	aux	O
188	oeufs	O
188	d'	O
188	or	O
188	:	O
188	'	O
188	2	O
188	janvier	O
188	,	O
188	changement	O
188	de	O
188	programme	O
188	.	O
189	j	O
189	4O-ti5y	O
189	Attractions	O
189	nouvelles	O
189	.	O
190	Matinées	O
190	le	O
190	!	O
191	,	O
191	jeudis	O
191	,	O
191	dimanches	O
191	et	O
191	fêtes	O
191	,	O
191	à	O
191	i	O
191	h.	O
191	1/2	O
191	.	O
192	Olympia	I-ORG
192	[	O
192	t.	O
192	2*H8	O
192	Les	O
192	Fanfreluches	O
192	il	O
192	'	O
192	l'	O
192	amour	O
192	,	O
192	baliet	O
192	Yetta	I-PERS
192	Rianza	I-PERS
192	,	O
192	Delysia	O
192	,	O
192	R	O
192	:	O
192	cau	O
192	.	O
193	etc	O
193	.	O
194	La	O
194	Revue	O
194	:	O
194	DorviUe	O
194	.	O
195	Coliséum	O
195	,	O
195	r.	I-LIEU
195	Rochechouart	I-LIEU
195	:	I-LIEU
195	t.	O
195	2S2-13	O
195	)	O
195	,	O
195	8	O
